,x_density,x_temp,x_soiltype,x_soiltreat,y_biomass,parameter,y_pred
1.55,0,0,0,0,50,intercept,50.08445837
1.56,0,0,0,0,50,intercept,50.24717262
1.57,0,0,0,0,50,intercept,49.88399699
1.58,0,0,0,0,50,intercept,50.24088644
1.59,0,0,0,0,50,intercept,49.82632872
1.6,0,0,0,0,50,intercept,50.09848827
1.61,0,0,0,0,50,intercept,50.38234866
1.62,0,0,0,0,50,intercept,49.99478594
1.63,0,0,0,0,50,intercept,49.89955496
1.64,0,0,0,0,50,intercept,49.99885929
1.65,0,0,0,0,50,intercept,50.26656267
1.66,0,0,0,0,50,intercept,49.82920884
1.67,0,0,0,0,50,intercept,50.20517408
1.68,0,0,0,0,50,intercept,50.19943472
1.69,0,0,0,0,50,intercept,50.05047092
1.7,0,0,0,0,50,intercept,50.00103393
1.71,0,0,0,0,50,intercept,49.93167969
1.72,0,0,0,0,50,intercept,49.94502141
1.73,0,0,0,0,50,intercept,50.09724299
1.74,0,0,0,0,50,intercept,50.31054063
1.75,0,0,0,0,50,intercept,49.97699024
1.76,0,0,0,0,50,intercept,49.79139486
1.77,0,0,0,0,50,intercept,49.89146273
1.78,0,0,0,0,50,intercept,50.03873926
1.79,0,0,0,0,50,intercept,49.95244113
1.8,0,0,0,0,50,intercept,49.97333151
1.81,0,0,0,0,50,intercept,49.97450089
1.82,0,0,0,0,50,intercept,49.79415472
1.83,0,0,0,0,50,intercept,49.97393192
1.84,0,0,0,0,50,intercept,50.12753484
1.85,0,0,0,0,50,intercept,50.10464131
1.86,0,0,0,0,50,intercept,50.0824996
1.87,0,0,0,0,50,intercept,49.9395902
1.88,0,0,0,0,50,intercept,49.97126093
1.89,0,0,0,0,50,intercept,49.82082082
1.9,0,0,0,0,50,intercept,49.99202618
1.91,0,0,0,0,50,intercept,50.0382794
1.92,0,0,0,0,50,intercept,50.2558946
1.93,0,0,0,0,50,intercept,50.15022699
1.94,0,0,0,0,50,intercept,49.92566248
1.95,0,0,0,0,50,intercept,50.05333254
1.96,0,0,0,0,50,intercept,49.82980879
1.97,0,0,0,0,50,intercept,50.13173054
1.98,0,0,0,0,50,intercept,50.14593751
1.99,0,0,0,0,50,intercept,50.31816757
2,1,0,0,0,42.5,density,42.56217853
2.1,1,0,0,0,42.5,density,42.42879223
2.2,1,0,0,0,42.5,density,42.50989902
2.3,1,0,0,0,42.5,density,42.42462833
2.4,1,0,0,0,42.5,density,42.37610021
2.5,1,0,0,0,42.5,density,42.52504839
2.6,1,0,0,0,42.5,density,42.36556031
2.7,1,0,0,0,42.5,density,42.52522781
2.8,1,0,0,0,42.5,density,42.55324524
2.9,1,0,0,0,42.5,density,42.49218423
2.1,1,0,0,0,42.5,density,42.47060981
2.11,1,0,0,0,42.5,density,42.40263954
2.12,1,0,0,0,42.5,density,42.33353492
2.13,1,0,0,0,42.5,density,42.62739113
2.14,1,0,0,0,42.5,density,42.50335438
2.15,1,0,0,0,42.5,density,42.62467109
2.16,1,0,0,0,42.5,density,42.31335682
2.17,1,0,0,0,42.5,density,42.52535396
2.18,1,0,0,0,42.5,density,42.60097495
2.19,1,0,0,0,42.5,density,42.49605854
2.2,1,0,0,0,42.5,density,42.47129117
2.21,1,0,0,0,42.5,density,42.382714
2.22,1,0,0,0,42.5,density,42.8087243
2.23,1,0,0,0,42.5,density,42.61257522
2.24,1,0,0,0,42.5,density,42.77363125
2.25,1,0,0,0,42.5,density,42.51200895
2.26,1,0,0,0,42.5,density,42.40528861
2.27,1,0,0,0,42.5,density,42.27300678
2.28,1,0,0,0,42.5,density,42.40458503
2.29,1,0,0,0,42.5,density,42.53394523
2.3,1,0,0,0,42.5,density,42.65205355
2.31,1,0,0,0,42.5,density,42.53791252
2.32,1,0,0,0,42.5,density,42.32420775
2.33,1,0,0,0,42.5,density,42.60030715
2.34,1,0,0,0,42.5,density,42.25248486
2.35,1,0,0,0,42.5,density,42.44512216
2.36,1,0,0,0,42.5,density,42.45258225
2.37,1,0,0,0,42.5,density,42.20776309
2.38,1,0,0,0,42.5,density,42.63800863
2.39,1,0,0,0,42.5,density,42.40656926
2.4,1,0,0,0,42.5,density,42.4498945
2.41,1,0,0,0,42.5,density,42.70927218
2.42,1,0,0,0,42.5,density,42.59550116
2.43,1,0,0,0,42.5,density,42.48373525
2.44,1,0,0,0,42.5,density,42.57706442
2.45,1,0,0,0,42.5,density,42.55989077
2.46,1,0,0,0,42.5,density,42.74942847
2.47,1,0,0,0,42.5,density,42.54138401
2.48,1,0,0,0,42.5,density,42.57594089
2.49,1,0,0,0,42.5,density,42.5521328
2.5,1,0,0,0,42.5,density,42.44341435
2.51,1,0,0,0,42.5,density,42.51464292
2.52,1,0,0,0,42.5,density,42.7458117
2.53,1,0,0,0,42.5,density,42.36866113
2.54,1,0,0,0,42.5,density,42.518264
2.55,1,0,0,0,42.5,density,42.7043196
2.56,1,0,0,0,42.5,density,42.46480684
2.57,1,0,0,0,42.5,density,42.34199258
2.58,1,0,0,0,42.5,density,42.36953246
2.59,1,0,0,0,42.5,density,42.44148095
2.6,1,0,0,0,42.5,density,42.37289749
2.61,1,0,0,0,42.5,density,42.46090409
2.62,1,0,0,0,42.5,density,42.43783704
2.63,1,0,0,0,42.5,density,42.47254238
2.64,1,0,0,0,42.5,density,42.56105841
2.65,1,0,0,0,42.5,density,42.59369497
2.66,1,0,0,0,42.5,density,42.75173086
2.67,1,0,0,0,42.5,density,42.48969595
2.68,1,0,0,0,42.5,density,42.45187401
2.69,1,0,0,0,42.5,density,42.72065086
2.7,1,0,0,0,42.5,density,42.75564941
2.71,1,0,0,0,42.5,density,42.50648661
2.72,1,0,0,0,42.5,density,42.4501014
2.73,1,0,0,0,42.5,density,42.22666469
2.74,1,0,0,0,42.5,density,42.71168936
2.75,1,0,0,0,42.5,density,42.37436263
2.76,1,0,0,0,42.5,density,42.33143558
2.77,1,0,0,0,42.5,density,42.95656488
2.78,1,0,0,0,42.5,density,42.5352532
2.79,1,0,0,0,42.5,density,42.49501121
2.8,1,0,0,0,42.5,density,42.09016707
2.81,1,0,0,0,42.5,density,42.48503141
2.82,1,0,0,0,42.5,density,42.64640476
2.83,1,0,0,0,42.5,density,42.56208034
2.84,1,0,0,0,42.5,density,42.63684832
2.85,1,0,0,0,42.5,density,42.79755983
2.86,1,0,0,0,42.5,density,42.67536628
2.87,1,0,0,0,42.5,density,42.42368945
2.88,1,0,0,0,42.5,density,42.60562703
2.89,1,0,0,0,42.5,density,42.47023756
2.9,1,0,0,0,42.5,density,42.41928938
2.91,1,0,0,0,42.5,density,42.0716362
2.92,1,0,0,0,42.5,density,42.38155297
2.93,1,0,0,0,42.5,density,42.5731722
2.94,1,0,0,0,42.5,density,42.82520488
2.95,1,0,0,0,42.5,density,42.57510419
2.96,1,0,0,0,42.5,density,42.59303153
2.97,1,0,0,0,42.5,density,42.35511452
2.98,1,0,0,0,42.5,density,42.52439821
2.99,1,0,0,0,42.5,density,42.18826437
3,0,1,0,0,55,temperature,55.07278402
3.1,0,1,0,0,55,temperature,55.10451532
3.2,0,1,0,0,55,temperature,55.02782709
3.3,0,1,0,0,55,temperature,55.10511003
3.4,0,1,0,0,55,temperature,55.04675215
3.5,0,1,0,0,55,temperature,55.11406935
3.6,0,1,0,0,55,temperature,55.27636954
3.7,0,1,0,0,55,temperature,55.16685443
3.8,0,1,0,0,55,temperature,55.00489959
3.9,0,1,0,0,55,temperature,54.83283266
3.1,0,1,0,0,55,temperature,55.06270867
3.11,0,1,0,0,55,temperature,54.93996471
3.12,0,1,0,0,55,temperature,55.22402397
3.13,0,1,0,0,55,temperature,54.75893786
3.14,0,1,0,0,55,temperature,54.93763723
3.15,0,1,0,0,55,temperature,55.06330126
3.16,0,1,0,0,55,temperature,54.97723952
3.17,0,1,0,0,55,temperature,54.90907733
3.18,0,1,0,0,55,temperature,54.95429184
3.19,0,1,0,0,55,temperature,55.09443041
3.2,0,1,0,0,55,temperature,55.1342758
3.21,0,1,0,0,55,temperature,55.09903189
3.22,0,1,0,0,55,temperature,55.34102253
3.23,0,1,0,0,55,temperature,55.17602464
3.24,0,1,0,0,55,temperature,55.04315646
3.25,0,1,0,0,55,temperature,54.90103449
3.26,0,1,0,0,55,temperature,55.43787102
3.27,0,1,0,0,55,temperature,55.10161233
3.28,0,1,0,0,55,temperature,54.89735195
3.29,0,1,0,0,55,temperature,55.02797381
3.3,0,1,0,0,55,temperature,54.951341
3.31,0,1,0,0,55,temperature,54.95879437
3.32,0,1,0,0,55,temperature,54.8599745
3.33,0,1,0,0,55,temperature,55.0175268
3.34,0,1,0,0,55,temperature,55.04787404
3.35,0,1,0,0,55,temperature,54.83836868
3.36,0,1,0,0,55,temperature,54.51502718
3.37,0,1,0,0,55,temperature,54.9617688
3.38,0,1,0,0,55,temperature,55.00442767
3.39,0,1,0,0,55,temperature,55.08914107
3.4,0,1,0,0,55,temperature,55.00887028
3.41,0,1,0,0,55,temperature,55.06200983
3.42,0,1,0,0,55,temperature,54.83533417
3.43,0,1,0,0,55,temperature,55.10667629
3.44,0,1,0,0,55,temperature,55.10783331
3.45,0,1,0,0,55,temperature,55.03774766
3.46,0,1,0,0,55,temperature,55.20359117
3.47,0,1,0,0,55,temperature,55.06067027
3.48,0,1,0,0,55,temperature,55.03965464
3.49,0,1,0,0,55,temperature,55.04020659
3.5,0,1,0,0,55,temperature,55.06553959
3.51,0,1,0,0,55,temperature,55.15901859
3.52,0,1,0,0,55,temperature,55.06782856
3.53,0,1,0,0,55,temperature,55.09947979
3.54,0,1,0,0,55,temperature,54.82954397
3.55,0,1,0,0,55,temperature,54.94442537
3.56,0,1,0,0,55,temperature,55.22154544
3.57,0,1,0,0,55,temperature,54.81641444
3.58,0,1,0,0,55,temperature,55.03871026
3.59,0,1,0,0,55,temperature,55.06075042
3.6,0,1,0,0,55,temperature,55.1463705
3.61,0,1,0,0,55,temperature,54.94766849
3.62,0,1,0,0,55,temperature,55.02379382
3.63,0,1,0,0,55,temperature,54.73551174
3.64,0,1,0,0,55,temperature,55.05078941
3.65,0,1,0,0,55,temperature,54.90001525
3.66,0,1,0,0,55,temperature,54.96420301
3.67,0,1,0,0,55,temperature,54.82183521
3.68,0,1,0,0,55,temperature,55.0577403
3.69,0,1,0,0,55,temperature,55.09998693
3.7,0,1,0,0,55,temperature,54.95430792
3.71,0,1,0,0,55,temperature,55.27375166
3.72,0,1,0,0,55,temperature,55.10058391
3.73,0,1,0,0,55,temperature,55.14229489
3.74,0,1,0,0,55,temperature,55.30741045
3.75,0,1,0,0,55,temperature,54.90233296
3.76,0,1,0,0,55,temperature,55.12129289
3.77,0,1,0,0,55,temperature,55.14798709
3.78,0,1,0,0,55,temperature,54.99907438
3.79,0,1,0,0,55,temperature,55.04785785
3.8,0,1,0,0,55,temperature,54.84822671
3.81,0,1,0,0,55,temperature,55.07052513
3.82,0,1,0,0,55,temperature,54.89485445
3.83,0,1,0,0,55,temperature,55.12205243
3.84,0,1,0,0,55,temperature,54.87828538
3.85,0,1,0,0,55,temperature,55.04790962
3.86,0,1,0,0,55,temperature,54.8730216
3.87,0,1,0,0,55,temperature,54.96313552
3.88,0,1,0,0,55,temperature,54.76707115
3.89,0,1,0,0,55,temperature,55.0192651
3.9,0,1,0,0,55,temperature,55.14781651
3.91,0,1,0,0,55,temperature,55.02748713
3.92,0,1,0,0,55,temperature,54.73506562
3.93,0,1,0,0,55,temperature,54.90691995
3.94,0,1,0,0,55,temperature,55.24840646
3.95,0,1,0,0,55,temperature,55.27147081
3.96,0,1,0,0,55,temperature,54.82374448
3.97,0,1,0,0,55,temperature,54.94499451
3.98,0,1,0,0,55,temperature,55.05304382
3.99,0,1,0,0,55,temperature,55.04787343
4,1,1,0,0,45.5,den_temp,45.41300645
4.1,1,1,0,0,45.5,den_temp,45.35700819
4.2,1,1,0,0,45.5,den_temp,45.47308571
4.3,1,1,0,0,45.5,den_temp,45.65147123
4.4,1,1,0,0,45.5,den_temp,45.50354399
4.5,1,1,0,0,45.5,den_temp,45.40264577
4.6,1,1,0,0,45.5,den_temp,45.42434387
4.7,1,1,0,0,45.5,den_temp,45.74215872
4.8,1,1,0,0,45.5,den_temp,45.43295603
4.9,1,1,0,0,45.5,den_temp,45.61447651
4.1,1,1,0,0,45.5,den_temp,45.7207578
4.11,1,1,0,0,45.5,den_temp,45.56654974
4.12,1,1,0,0,45.5,den_temp,45.43674172
4.13,1,1,0,0,45.5,den_temp,45.49399976
4.14,1,1,0,0,45.5,den_temp,45.426158
4.15,1,1,0,0,45.5,den_temp,45.68415757
4.16,1,1,0,0,45.5,den_temp,45.47756697
4.17,1,1,0,0,45.5,den_temp,45.73249751
4.18,1,1,0,0,45.5,den_temp,45.41575812
4.19,1,1,0,0,45.5,den_temp,45.40293241
4.2,1,1,0,0,45.5,den_temp,45.52146982
4.21,1,1,0,0,45.5,den_temp,45.5036283
4.22,1,1,0,0,45.5,den_temp,45.42433227
4.23,1,1,0,0,45.5,den_temp,45.26279048
4.24,1,1,0,0,45.5,den_temp,45.50450996
4.25,1,1,0,0,45.5,den_temp,45.3925135
4.26,1,1,0,0,45.5,den_temp,45.66239164
4.27,1,1,0,0,45.5,den_temp,45.35709718
4.28,1,1,0,0,45.5,den_temp,45.66897241
4.29,1,1,0,0,45.5,den_temp,45.40264355
4.3,1,1,0,0,45.5,den_temp,45.54387051
4.31,1,1,0,0,45.5,den_temp,45.63480541
4.32,1,1,0,0,45.5,den_temp,45.42218865
4.33,1,1,0,0,45.5,den_temp,45.58316578
4.34,1,1,0,0,45.5,den_temp,45.48680395
4.35,1,1,0,0,45.5,den_temp,45.32971806
4.36,1,1,0,0,45.5,den_temp,45.45948806
4.37,1,1,0,0,45.5,den_temp,45.74296848
4.38,1,1,0,0,45.5,den_temp,45.46788032
4.39,1,1,0,0,45.5,den_temp,45.37733263
4.4,1,1,0,0,45.5,den_temp,45.49189656
4.41,1,1,0,0,45.5,den_temp,45.54952124
4.42,1,1,0,0,45.5,den_temp,45.64329869
4.43,1,1,0,0,45.5,den_temp,45.67159398
4.44,1,1,0,0,45.5,den_temp,45.51507836
4.45,1,1,0,0,45.5,den_temp,45.67468629
4.46,1,1,0,0,45.5,den_temp,45.38536101
4.47,1,1,0,0,45.5,den_temp,45.14832299
4.48,1,1,0,0,45.5,den_temp,45.42924749
4.49,1,1,0,0,45.5,den_temp,45.42262168
4.5,1,1,0,0,45.5,den_temp,45.15259458
4.51,1,1,0,0,45.5,den_temp,45.58437076
4.52,1,1,0,0,45.5,den_temp,45.38243373
4.53,1,1,0,0,45.5,den_temp,45.4660919
4.54,1,1,0,0,45.5,den_temp,45.26193455
4.55,1,1,0,0,45.5,den_temp,45.58212863
4.56,1,1,0,0,45.5,den_temp,45.78368405
4.57,1,1,0,0,45.5,den_temp,45.36828843
4.58,1,1,0,0,45.5,den_temp,45.48311616
4.59,1,1,0,0,45.5,den_temp,45.79230696
4.6,1,1,0,0,45.5,den_temp,45.64007245
4.61,1,1,0,0,45.5,den_temp,45.78695891
4.62,1,1,0,0,45.5,den_temp,45.49921489
4.63,1,1,0,0,45.5,den_temp,45.47716099
4.64,1,1,0,0,45.5,den_temp,45.42355525
4.65,1,1,0,0,45.5,den_temp,45.71518606
4.66,1,1,0,0,45.5,den_temp,45.30712422
4.67,1,1,0,0,45.5,den_temp,45.54609713
4.68,1,1,0,0,45.5,den_temp,45.49305222
4.69,1,1,0,0,45.5,den_temp,45.83777627
4.7,1,1,0,0,45.5,den_temp,45.40879494
4.71,1,1,0,0,45.5,den_temp,45.27360677
4.72,1,1,0,0,45.5,den_temp,45.53489477
4.73,1,1,0,0,45.5,den_temp,45.4940527
4.74,1,1,0,0,45.5,den_temp,45.37413124
4.75,1,1,0,0,45.5,den_temp,45.51984366
4.76,1,1,0,0,45.5,den_temp,45.45867129
4.77,1,1,0,0,45.5,den_temp,45.3981862
4.78,1,1,0,0,45.5,den_temp,45.57512539
4.79,1,1,0,0,45.5,den_temp,45.45025065
4.8,1,1,0,0,45.5,den_temp,45.22475296
4.81,1,1,0,0,45.5,den_temp,45.10223881
4.82,1,1,0,0,45.5,den_temp,45.41291267
4.83,1,1,0,0,45.5,den_temp,45.71812803
4.84,1,1,0,0,45.5,den_temp,45.62571941
4.85,1,1,0,0,45.5,den_temp,45.68225804
4.86,1,1,0,0,45.5,den_temp,45.64737582
4.87,1,1,0,0,45.5,den_temp,45.5473646
4.88,1,1,0,0,45.5,den_temp,45.27394061
4.89,1,1,0,0,45.5,den_temp,45.53083547
4.9,1,1,0,0,45.5,den_temp,45.73958421
4.91,1,1,0,0,45.5,den_temp,44.99059047
4.92,1,1,0,0,45.5,den_temp,45.38279716
4.93,1,1,0,0,45.5,den_temp,45.6653697
4.94,1,1,0,0,45.5,den_temp,45.57931175
4.95,1,1,0,0,45.5,den_temp,45.61840916
4.96,1,1,0,0,45.5,den_temp,45.56856493
4.97,1,1,0,0,45.5,den_temp,45.58082497
4.98,1,1,0,0,45.5,den_temp,45.50219647
4.99,1,1,0,0,45.5,den_temp,45.36252663
5,0,0,1,0,35,soiltype,34.81597774
5.1,0,0,1,0,35,soiltype,35.00542293
5.2,0,0,1,0,35,soiltype,34.93679103
5.3,0,0,1,0,35,soiltype,34.86509534
5.4,0,0,1,0,35,soiltype,35.0626162
5.5,0,0,1,0,35,soiltype,35.02301671
5.6,0,0,1,0,35,soiltype,35.21949246
5.7,0,0,1,0,35,soiltype,34.83177463
5.8,0,0,1,0,35,soiltype,34.92233179
5.9,0,0,1,0,35,soiltype,34.98875794
5.1,0,0,1,0,35,soiltype,34.78883149
5.11,0,0,1,0,35,soiltype,34.95729412
5.12,0,0,1,0,35,soiltype,34.89377432
5.13,0,0,1,0,35,soiltype,34.67785415
5.14,0,0,1,0,35,soiltype,34.95742443
5.15,0,0,1,0,35,soiltype,34.91988918
5.16,0,0,1,0,35,soiltype,35.16995153
5.17,0,0,1,0,35,soiltype,34.90938966
5.18,0,0,1,0,35,soiltype,35.08362674
5.19,0,0,1,0,35,soiltype,35.02139439
5.2,0,0,1,0,35,soiltype,34.81447097
5.21,0,0,1,0,35,soiltype,35.0561216
5.22,0,0,1,0,35,soiltype,34.98408708
5.23,0,0,1,0,35,soiltype,35.0249093
5.24,0,0,1,0,35,soiltype,35.09870523
5.25,0,0,1,0,35,soiltype,35.01709444
5.26,0,0,1,0,35,soiltype,35.23777387
5.27,0,0,1,0,35,soiltype,35.01733302
5.28,0,0,1,0,35,soiltype,34.81190014
5.29,0,0,1,0,35,soiltype,35.11127972
5.3,0,0,1,0,35,soiltype,34.81656476
5.31,0,0,1,0,35,soiltype,34.71216588
5.32,0,0,1,0,35,soiltype,34.87850954
5.33,0,0,1,0,35,soiltype,34.88829842
5.34,0,0,1,0,35,soiltype,34.90887411
5.35,0,0,1,0,35,soiltype,35.24101393
5.36,0,0,1,0,35,soiltype,35.24533992
5.37,0,0,1,0,35,soiltype,35.10891366
5.38,0,0,1,0,35,soiltype,34.80892476
5.39,0,0,1,0,35,soiltype,35.00347198
5.4,0,0,1,0,35,soiltype,35.07306819
5.41,0,0,1,0,35,soiltype,34.97944587
5.42,0,0,1,0,35,soiltype,35.02576182
5.43,0,0,1,0,35,soiltype,34.85828091
5.44,0,0,1,0,35,soiltype,34.80685695
5.45,0,0,1,0,35,soiltype,35.21116486
5.46,0,0,1,0,35,soiltype,35.0401059
5.47,0,0,1,0,35,soiltype,34.93874035
5.48,0,0,1,0,35,soiltype,35.04879068
5.49,0,0,1,0,35,soiltype,35.30937215
5.5,0,0,1,0,35,soiltype,35.05440004
5.51,0,0,1,0,35,soiltype,35.2117107
5.52,0,0,1,0,35,soiltype,35.20513165
5.53,0,0,1,0,35,soiltype,34.93892358
5.54,0,0,1,0,35,soiltype,35.11438126
5.55,0,0,1,0,35,soiltype,34.90231988
5.56,0,0,1,0,35,soiltype,34.77895163
5.57,0,0,1,0,35,soiltype,34.81975013
5.58,0,0,1,0,35,soiltype,34.97769193
5.59,0,0,1,0,35,soiltype,35.26955936
5.6,0,0,1,0,35,soiltype,35.01572131
5.61,0,0,1,0,35,soiltype,34.8795743
5.62,0,0,1,0,35,soiltype,35.03455624
5.63,0,0,1,0,35,soiltype,35.10469628
5.64,0,0,1,0,35,soiltype,34.80571974
5.65,0,0,1,0,35,soiltype,34.84179797
5.66,0,0,1,0,35,soiltype,34.70875888
5.67,0,0,1,0,35,soiltype,34.80956591
5.68,0,0,1,0,35,soiltype,34.86688418
5.69,0,0,1,0,35,soiltype,34.95621264
5.7,0,0,1,0,35,soiltype,35.21151411
5.71,0,0,1,0,35,soiltype,35.13329621
5.72,0,0,1,0,35,soiltype,35.04094615
5.73,0,0,1,0,35,soiltype,34.91500378
5.74,0,0,1,0,35,soiltype,34.99396896
5.75,0,0,1,0,35,soiltype,35.08214184
5.76,0,0,1,0,35,soiltype,34.924395
5.77,0,0,1,0,35,soiltype,35.15886052
5.78,0,0,1,0,35,soiltype,35.16461803
5.79,0,0,1,0,35,soiltype,34.82502431
5.8,0,0,1,0,35,soiltype,34.8879633
5.81,0,0,1,0,35,soiltype,35.18101081
5.82,0,0,1,0,35,soiltype,34.74691702
5.83,0,0,1,0,35,soiltype,35.06295648
5.84,0,0,1,0,35,soiltype,35.03502481
5.85,0,0,1,0,35,soiltype,35.47938518
5.86,0,0,1,0,35,soiltype,34.59054795
5.87,0,0,1,0,35,soiltype,34.87388063
5.88,0,0,1,0,35,soiltype,35.1011043
5.89,0,0,1,0,35,soiltype,35.25114898
5.9,0,0,1,0,35,soiltype,35.12595306
5.91,0,0,1,0,35,soiltype,34.78574473
5.92,0,0,1,0,35,soiltype,35.33590823
5.93,0,0,1,0,35,soiltype,34.73641007
5.94,0,0,1,0,35,soiltype,34.83304759
5.95,0,0,1,0,35,soiltype,34.99352894
5.96,0,0,1,0,35,soiltype,35.33383804
5.97,0,0,1,0,35,soiltype,35.07594749
5.98,0,0,1,0,35,soiltype,35.10955941
5.99,0,0,1,0,35,soiltype,35.25921164
6,1,0,1,0,22.5,den_soiltype,22.647717
6.1,1,0,1,0,22.5,den_soiltype,22.31628932
6.2,1,0,1,0,22.5,den_soiltype,22.60645893
6.3,1,0,1,0,22.5,den_soiltype,22.483617
6.4,1,0,1,0,22.5,den_soiltype,22.76739118
6.5,1,0,1,0,22.5,den_soiltype,22.4634833
6.6,1,0,1,0,22.5,den_soiltype,22.27093395
6.7,1,0,1,0,22.5,den_soiltype,22.57377516
6.8,1,0,1,0,22.5,den_soiltype,22.55317555
6.9,1,0,1,0,22.5,den_soiltype,22.49735605
6.1,1,0,1,0,22.5,den_soiltype,22.34151745
6.11,1,0,1,0,22.5,den_soiltype,22.3741628
6.12,1,0,1,0,22.5,den_soiltype,22.49810614
6.13,1,0,1,0,22.5,den_soiltype,22.65571652
6.14,1,0,1,0,22.5,den_soiltype,22.44533134
6.15,1,0,1,0,22.5,den_soiltype,22.36928258
6.16,1,0,1,0,22.5,den_soiltype,22.09436955
6.17,1,0,1,0,22.5,den_soiltype,22.57413748
6.18,1,0,1,0,22.5,den_soiltype,22.56410105
6.19,1,0,1,0,22.5,den_soiltype,22.69637863
6.2,1,0,1,0,22.5,den_soiltype,22.7200084
6.21,1,0,1,0,22.5,den_soiltype,22.47854159
6.22,1,0,1,0,22.5,den_soiltype,22.69477706
6.23,1,0,1,0,22.5,den_soiltype,22.50019703
6.24,1,0,1,0,22.5,den_soiltype,22.39853849
6.25,1,0,1,0,22.5,den_soiltype,22.37277051
6.26,1,0,1,0,22.5,den_soiltype,22.44795883
6.27,1,0,1,0,22.5,den_soiltype,22.53412192
6.28,1,0,1,0,22.5,den_soiltype,22.49588979
6.29,1,0,1,0,22.5,den_soiltype,22.53013167
6.3,1,0,1,0,22.5,den_soiltype,22.5298414
6.31,1,0,1,0,22.5,den_soiltype,22.6071899
6.32,1,0,1,0,22.5,den_soiltype,22.45902273
6.33,1,0,1,0,22.5,den_soiltype,22.74530212
6.34,1,0,1,0,22.5,den_soiltype,22.56565408
6.35,1,0,1,0,22.5,den_soiltype,22.32096962
6.36,1,0,1,0,22.5,den_soiltype,22.45850253
6.37,1,0,1,0,22.5,den_soiltype,22.57738246
6.38,1,0,1,0,22.5,den_soiltype,22.4383417
6.39,1,0,1,0,22.5,den_soiltype,22.55174926
6.4,1,0,1,0,22.5,den_soiltype,22.56515938
6.41,1,0,1,0,22.5,den_soiltype,22.69552165
6.42,1,0,1,0,22.5,den_soiltype,22.40224561
6.43,1,0,1,0,22.5,den_soiltype,22.49746787
6.44,1,0,1,0,22.5,den_soiltype,22.41484613
6.45,1,0,1,0,22.5,den_soiltype,22.33093007
6.46,1,0,1,0,22.5,den_soiltype,22.22265445
6.47,1,0,1,0,22.5,den_soiltype,22.52932936
6.48,1,0,1,0,22.5,den_soiltype,22.59023478
6.49,1,0,1,0,22.5,den_soiltype,22.59587372
6.5,1,0,1,0,22.5,den_soiltype,22.29150108
6.51,1,0,1,0,22.5,den_soiltype,22.33054832
6.52,1,0,1,0,22.5,den_soiltype,22.32882687
